,id,BoroCT2010,n_report,DBN,school_distance,n_school,subway_distance,n_tobacco,Enrollment,Student Achievement Rating,Percent White,Percent Black,Percent Hispanic,Percent Asian,% Female,% Poverty,MHI,Total Population,type,latitude,longitude,have_sold
9612,15813,1006400,1.0,02M427,2073.31130395,1.0,1179.91418048,15,288,Approaching Target,0.024,0.038,0.913,0.024,0.479166656733,0.90625,86713,8090,GROCERY SUPERMARKET,40.737724765,-73.980542027,1
9613,19463,1006600,0.0,14K632,2703.12940257,1.0,107.529776126,12,110,Meeting Target,0.036,0.627,0.291,0.018,0.281818181276,0.890909075737,70027,11740,CONVENIENCE STORE,40.738832022,-73.980194697,0
9614,18947,1006600,0.0,04M372,1242.03164921,1.0,492.557680344,12,323,Meeting Target,0.015,0.127,0.842,0.012,0.486062705517,0.909407675266,70027,11740,STATIONERY STORE,40.739007048,-73.980074131,0
9615,10844,1006600,0.0,31R440,6185.00735065,1.0,21257.9131845,12,2876,Approaching Target,0.51,0.121,0.289,0.068,0.484005570412,0.567454814911,70027,11740,STAND,40.739985484,-73.979422648,0
9616,19524,1006600,0.0,84K593,939.421053499,1.0,1827.66824024,12,55,,0.0,0.964,0.036,0.0,0.0,0.68479603529,70027,11740,OTHER,40.7404442,-73.981928835,0
9617,10173,1006600,0.0,02M529,1613.25443733,0.0,287.171580724,12,650,Approaching Target,0.043,0.218,0.675,0.057,0.586153864861,0.73846155405,70027,11740,GROCERY SUPERMARKET,40.740959121,-73.978727291,0
9618,18506,1006600,0.0,84R067,6376.66181306,0.0,35408.261846,12,123,,0.138,0.341,0.48,0.041,0.487854242325,0.678137660027,70027,11740,CONVENIENCE STORE,40.741449811,-73.978367141,0
9619,16130,1006600,0.0,16K498,1345.36094216,0.0,1710.21053307,12,650,Approaching Target,0.012,0.708,0.238,0.025,0.386153846979,0.781538486481,70027,11740,DELICATESSEN,40.741449811,-73.978367141,0
9620,13165,1006600,0.0,09X324,1492.95554843,2.0,1705.40817033,12,286,Meeting Target,0.014,0.294,0.654,0.035,0.5,0.78968256712,70027,11740,OTHER,40.739721325,-73.982454667,0
9621,13484,1006600,0.0,02M615,2399.91874668,0.0,372.406223634,12,435,Meeting Target,0.037,0.264,0.572,0.103,0.37701150775,0.85977011919,70027,11740,GROCERY SUPERMARKET,40.741710891,-73.980995419,0
9622,12975,1006600,0.0,13K527,1419.4756877,0.0,307.138443923,12,304,Meeting Target,0.099,0.727,0.135,0.03,1.0,0.802520990372,70027,11740,GROCERY SUPERMARKET,40.740839071,-73.978806547,0
9623,14148,1006600,0.0,08X561,2141.65361595,1.0,2326.04195863,12,440,Not Meeting Target,0.007,0.332,0.616,0.027,0.329545468092,1.0,70027,11740,PHARMACY,40.740881031,-73.981614318,0
9624,14541,1006600,0.0,17K382,3145.98119725,0.0,1049.76558662,12,316,Meeting Target,0.009,0.823,0.13,0.016,0.421286016703,0.791574299335,70027,11740,CONVENIENCE STORE,40.742027426,-73.980758574,0
9625,10621,1006800,0.0,84K652,516.112561748,1.0,1582.15961108,23,68,,0.0,0.926,0.074,0.0,0.454935610294,0.675536453724,96905,7614,CONVENIENCE STORE,40.74316198,-73.984084084,0
9626,17564,1006800,0.0,14K558,445.274732417,2.0,978.367704932,23,573,Exceeding Target,0.044,0.302,0.607,0.033,0.247818499804,0.818499147892,96905,7614,GROCERY SUPERMARKET,40.739181486,-73.984052218,0
9627,11988,1006800,0.0,30Q450,2386.82852099,2.0,2825.85536104,23,2077,Approaching Target,0.07,0.132,0.612,0.166,0.498314887285,0.769378900528,96905,7614,CONVENIENCE STORE,40.740070927,-73.986008563,0
9628,11484,1006800,0.0,19K615,2292.06428575,2.0,779.82433475,23,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044084,0.707722365856,96905,7614,GROCERY SUPERMARKET,40.740390341,-73.984147022,0
9629,1067,1006800,0.0,23K493,2512.22203914,2.0,2205.92703465,23,307,Meeting Target,0.003,0.863,0.114,0.01,0.387622147799,0.856677532196,96905,7614,CONVENIENCE STORE,40.740547033,-73.985026779,0
9630,1069,1006800,0.0,12X478,1787.94363456,2.0,942.755559615,23,318,Meeting Target,0.038,0.214,0.704,0.025,0.619496881962,0.789308190346,96905,7614,STAND,40.740547033,-73.985026779,0
9631,772,1006800,0.0,10X237,229.114287801,2.0,1266.41098653,23,570,Approaching Target,0.032,0.342,0.575,0.033,0.810526311398,1.0,96905,7614,CONVENIENCE STORE,40.740547033,-73.985026779,0
9632,1240,1006800,0.0,02M630,1976.99841222,2.0,619.003004897,23,1442,Approaching Target,0.12,0.216,0.558,0.08,0.587378621101,0.651178896427,96905,7614,CONVENIENCE STORE,40.740547033,-73.985026779,0
9633,718,1006800,0.0,09X568,1432.8901916,2.0,129.50805278,23,78,,0.013,0.397,0.564,0.013,1.0,0.87234044075,96905,7614,CONVENIENCE STORE,40.740547033,-73.985026779,0
9634,736,1006800,0.0,22K425,2873.29162939,2.0,1714.84287855,23,3250,Approaching Target,0.438,0.177,0.178,0.202,0.416923075914,0.751076936722,96905,7614,DELICATESSEN,40.740547033,-73.985026779,0
9635,1139,1006800,0.0,84M279,2628.61388389,2.0,891.862012898,23,234,Meeting Target,0.009,0.607,0.376,0.009,0.398706883192,0.79956895113,96905,7614,DELICATESSEN,40.740547033,-73.985026779,0
9636,944,1006800,0.0,16K498,1267.72090693,2.0,1199.24616049,23,650,Approaching Target,0.012,0.708,0.238,0.025,0.386153846979,0.781538486481,96905,7614,CONVENIENCE STORE,40.740547033,-73.985026779,0
9637,983,1006800,0.0,02M529,885.567728128,2.0,594.553483943,23,650,Approaching Target,0.043,0.218,0.675,0.057,0.586153864861,0.73846155405,96905,7614,CONVENIENCE STORE,40.740547033,-73.985026779,0
9638,1029,1006800,0.0,08X293,3083.00823346,2.0,211.689349871,23,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835316,1.0,96905,7614,DELICATESSEN,40.740547033,-73.985026779,0
9639,11506,1006800,0.0,19K615,1326.89500688,2.0,328.74630312,23,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044084,0.707722365856,96905,7614,GAS STATION,40.741121131,-73.983533952,0
9640,10970,1006800,0.0,14K449,699.744339609,0.0,609.125402753,23,664,Exceeding Target,0.134,0.172,0.14,0.402,0.45481929183,0.557228922844,96905,7614,DELICATESSEN,40.741890383,-73.980946467,0
9641,16326,1006800,0.0,27Q475,2789.32687617,1.0,52.9442225191,23,1950,Approaching Target,0.049,0.121,0.489,0.325,0.417948722839,0.783589720726,96905,7614,DELICATESSEN,40.741911362,-73.982954681,0
9642,17251,1006800,0.0,22K405,888.086071546,0.0,627.586213207,23,3986,Meeting Target,0.223,0.293,0.123,0.35,0.549172103405,0.501756131649,96905,7614,GROCERY SUPERMARKET,40.742424197,-73.982001275,0
9643,17380,1006800,0.0,11X509,4706.92516498,1.0,3338.05915582,23,361,Approaching Target,0.119,0.097,0.593,0.166,0.498614966869,0.975069224834,96905,7614,OTHER,40.74244168,-73.984605077,0
9644,11029,1006800,1.0,30Q286,148.956263692,0.0,1794.56731003,23,316,Exceeding Target,0.203,0.047,0.396,0.354,1.0,0.850267350674,96905,7614,GROCERY SUPERMARKET,40.742579213,-73.982557234,1
9645,12805,1006800,0.0,15K656,1176.4311959,2.0,534.172393191,23,924,Approaching Target,0.024,0.683,0.224,0.028,0.733766257763,0.739177465439,96905,7614,CONVENIENCE STORE,40.739246905,-73.984061264,0
9646,14662,1006800,0.0,22K555,1930.65472241,2.0,1579.89012384,23,596,Exceeding Target,0.047,0.681,0.109,0.072,0.644295275211,0.672818779945,96905,7614,GROCERY SUPERMARKET,40.741181738,-73.985514193,0
9647,14123,1006800,0.0,04M409,1219.86543517,2.0,1184.2911876,23,232,Approaching Target,0.026,0.409,0.504,0.047,0.439655184746,1.0,96905,7614,DELICATESSEN,40.739677034,-73.985079449,0
9648,18331,4004401,2.0,12X682,1014.53942337,0.0,1164.30412601,2,492,Meeting Target,0.006,0.293,0.693,0.004,0.4532520473,1.0,50438,3500,GAS STATION,40.680253463,-73.859953577,1
9649,11822,4004401,1.0,11X455,3725.25144188,0.0,560.21854953,2,2070,Meeting Target,0.022,0.51,0.426,0.029,0.411111116409,0.665700495243,50438,3500,DELICATESSEN,40.679131757,-73.861181623,1
9650,17167,3037100,0.0,10X353,2181.1111608,0.0,1442.29062942,7,289,,0.014,0.277,0.682,0.003,0.487889260054,0.79930794239,41880,4120,CONVENIENCE STORE,40.680697531,-73.914194019,0
9651,14678,3037100,0.0,20K485,761.420094252,0.0,768.734787919,7,1277,Meeting Target,0.171,0.078,0.551,0.176,0.436178535223,0.742364943027,41880,4120,GROCERY SUPERMARKET,40.680727835,-73.913903802,0
9652,14717,3037100,0.0,08X293,4115.57182911,0.0,40.3009006984,7,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835316,1.0,41880,4120,DELICATESSEN,40.681247663,-73.916815305,0
9653,18441,3037100,1.0,20K505,2900.0327118,0.0,157.991017082,7,3177,Approaching Target,0.189,0.117,0.303,0.385,0.435001581907,0.760465860367,41880,4120,CONVENIENCE STORE,40.678328001,-73.911029595,1
9654,13522,3037100,0.0,84K652,322.799020164,2.0,1188.96445657,7,68,,0.0,0.926,0.074,0.0,0.454935610294,0.675536453724,41880,4120,DELICATESSEN,40.679948093,-73.914143902,0
9655,14225,3037100,0.0,08X519,1029.39560226,0.0,1702.02482828,7,275,Not Meeting Target,0.018,0.251,0.676,0.033,0.54545456171,0.872727274895,41880,4120,DELICATESSEN,40.679643889,-73.911135659,0
9656,15471,3037100,0.0,19K660,1707.09328843,2.0,56.2258602361,7,498,Meeting Target,0.008,0.683,0.283,0.014,0.700803220272,0.837349414825,41880,4120,CONVENIENCE STORE,40.678467865,-73.913038976,0
9657,12170,3037900,1.0,31R600,631.826624853,1.0,14955.8628768,16,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769227743,0.667692303658,46623,3706,CONVENIENCE STORE,40.681416666,-73.922415694,1
9658,16035,3037900,5.0,29Q326,3312.83639125,1.0,5539.90394148,16,405,Meeting Target,0.01,0.77,0.099,0.062,0.530864179134,0.693827152252,46623,3706,CONVENIENCE STORE,40.681668421,-73.919705828,1
9659,12206,3037900,0.0,09X327,1300.00112894,0.0,333.071021715,16,441,Meeting Target,0.009,0.236,0.753,0.002,0.49253731966,0.910447776318,46623,3706,CONVENIENCE STORE,40.678786898,-73.919125557,0
9660,12344,3037900,0.0,02M529,1807.52696674,0.0,447.750443609,16,650,Approaching Target,0.043,0.218,0.675,0.057,0.586153864861,0.73846155405,46623,3706,DELICATESSEN,40.678786898,-73.919125557,0
9661,17595,3037900,0.0,31R455,2342.31869582,0.0,57566.641654,16,3907,Meeting Target,0.79,0.019,0.125,0.051,0.48323521018,0.288968503475,46623,3706,DELICATESSEN,40.678786898,-73.919125557,0
9662,19699,3037900,0.0,84Q705,4280.29867106,1.0,4224.59821102,16,211,Meeting Target,0.118,0.137,0.555,0.19,0.479500889778,0.358288764954,46623,3706,GROCERY SUPERMARKET,40.678858319,-73.921019385,0
9663,20247,3037900,0.0,02M459,827.138091606,1.0,1965.74676463,16,342,Meeting Target,0.12,0.158,0.474,0.246,0.461988300085,1.0,46623,3706,RESTAURANT/ATUPA,40.678858319,-73.921019385,0
9664,16113,3037900,0.0,84R067,2897.42148694,1.0,41388.4158953,16,123,,0.138,0.341,0.48,0.041,0.487854242325,0.678137660027,46623,3706,CONVENIENCE STORE,40.678858319,-73.921019385,0
9665,10378,3037900,0.0,27Q650,1064.50209344,1.0,1940.0984893,16,973,Exceeding Target,0.139,0.097,0.341,0.34,0.322713255882,0.660842776299,46623,3706,CONVENIENCE STORE,40.679038977,-73.921567186,0
9666,11980,3037900,0.0,84K733,1097.83696968,1.0,2303.07694876,16,354,,0.028,0.15,0.757,0.014,0.516949176788,0.847457647324,46623,3706,PHARMACY,40.679467893,-73.919275746,0
9667,19401,3037900,0.0,11X544,2379.74325123,1.0,557.126892752,16,494,Meeting Target,0.006,0.399,0.575,0.006,0.44736841321,1.0,46623,3706,GROCERY SUPERMARKET,40.679467893,-73.919275746,0
9668,17324,3037900,0.0,28Q157,1022.60013317,1.0,2271.00402332,16,99,,0.303,0.222,0.293,0.162,0.48507463932,0.478855729103,46623,3706,DELICATESSEN,40.679478383,-73.922005426,0
9669,13497,3037900,0.0,13K430,551.952228422,1.0,729.320731893,16,5534,Exceeding Target,0.21,0.076,0.074,0.604,0.41272136569,0.605529427528,46623,3706,GROCERY SUPERMARKET,40.679932941,-73.919445914,0
9670,14513,3037900,0.0,09X327,310.477095823,1.0,871.814423649,16,441,Meeting Target,0.009,0.236,0.753,0.002,0.49253731966,0.910447776318,46623,3706,STATIONERY STORE,40.679657875,-73.92204622,0
9671,14755,3037900,0.0,29Q327,4658.85256878,2.0,9875.86111181,16,245,,0.033,0.841,0.057,0.012,0.00202839751728,0.53549695015,46623,3706,DELICATESSEN,40.678618219,-73.91661833,0
9672,15766,3037900,0.0,01M448,979.118407571,0.0,2090.69787709,16,343,Exceeding Target,0.029,0.274,0.414,0.28,0.431486874819,0.874635577202,46623,3706,DELICATESSEN,40.678786898,-73.919125557,0
9673,19408,2043100,0.0,14K586,790.691870656,0.0,1124.12960634,18,353,Approaching Target,0.017,0.368,0.592,0.017,0.467289716005,0.856074750423,32027,9680,CONVENIENCE STORE,40.882135559,-73.880324775,0
9674,17918,2043100,1.0,10X225,1888.87126257,0.0,674.816301436,18,427,Approaching Target,0.009,0.26,0.7,0.009,0.674603164196,1.0,32027,9680,DELICATESSEN,40.882141387,-73.879173228,1
9675,19528,2043100,0.0,04M409,1752.58278675,0.0,942.242678289,18,232,Approaching Target,0.026,0.409,0.504,0.047,0.439655184746,1.0,32027,9680,CONVENIENCE STORE,40.882334865,-73.880624317,0
9676,16523,2043100,1.0,11X544,2151.88348424,0.0,145.080202647,18,494,Meeting Target,0.006,0.399,0.575,0.006,0.44736841321,1.0,32027,9680,CONVENIENCE STORE,40.88263926,-73.881113028,1
9677,14401,2043100,0.0,26Q435,3206.10743831,0.0,15080.7691952,18,1544,Approaching Target,0.041,0.499,0.137,0.28,0.443652838469,0.697538852692,32027,9680,GROCERY SUPERMARKET,40.884471288,-73.879894693,0
9678,12623,2043100,0.0,27Q314,448.064745643,0.0,4011.40297881,18,175,,0.034,0.371,0.28,0.251,0.474285721779,0.582857131958,32027,9680,OTHER,40.884471288,-73.879894693,0
9679,12931,2043100,0.0,84K648,2011.18815264,0.0,2211.0114915,18,141,,0.0,0.894,0.064,0.0,0.516806721687,0.716386556625,32027,9680,CONVENIENCE STORE,40.884741692,-73.877637054,0
9680,17780,2043100,0.0,26Q415,6334.33201781,0.0,22084.5183247,18,3646,Approaching Target,0.146,0.211,0.192,0.438,0.520570516586,0.57816785574,32027,9680,CONVENIENCE STORE,40.884741692,-73.877637054,0
9681,12203,2043100,0.0,22K405,3042.98181566,0.0,212.852610196,18,3986,Meeting Target,0.223,0.293,0.123,0.35,0.549172103405,0.501756131649,32027,9680,DELICATESSEN,40.884904867,-73.878661558,0
9682,18309,2043100,0.0,02M427,1866.31046815,0.0,376.66769807,18,288,Approaching Target,0.024,0.038,0.913,0.024,0.479166656733,0.90625,32027,9680,DELICATESSEN,40.885001606,-73.879504239,0
9683,18749,2043100,0.0,03M479,1564.45003582,0.0,628.406400964,18,1306,Exceeding Target,0.526,0.138,0.218,0.076,0.642419576645,0.24042879045,32027,9680,DELICATESSEN,40.885141439,-73.879402147,0
9684,15620,2043100,0.0,11X544,3662.6386665,0.0,1222.4063337,18,494,Meeting Target,0.006,0.399,0.575,0.006,0.44736841321,1.0,32027,9680,DELICATESSEN,40.881681587,-73.879587031,0
9685,18674,2043100,0.0,16K765,2386.32740314,0.0,1853.3056617,18,212,,0.019,0.877,0.09,0.0,0.433962255716,0.698113203049,32027,9680,CONVENIENCE STORE,40.87892801,-73.873713868,0
9686,18457,2043100,0.0,84K652,2761.35322205,0.0,1546.69828319,18,68,,0.0,0.926,0.074,0.0,0.454935610294,0.675536453724,32027,9680,DELICATESSEN,40.879226387,-73.874597342,0
9687,10073,2043100,0.0,11X544,3994.98062396,0.0,758.177850571,18,494,Meeting Target,0.006,0.399,0.575,0.006,0.44736841321,1.0,32027,9680,CONVENIENCE STORE,40.879696104,-73.875529645,0
9688,17358,2043100,4.0,10X225,2082.04382131,0.0,980.665896472,18,427,Approaching Target,0.009,0.26,0.7,0.009,0.674603164196,1.0,32027,9680,DELICATESSEN,40.880425721,-73.877077598,1
9689,13756,2043100,0.0,27Q262,3210.75673173,0.0,535.718024114,18,498,Exceeding Target,0.137,0.49,0.287,0.072,0.478260874748,1.0,32027,9680,STAND,40.880886107,-73.878018184,0
9690,15875,2043100,0.0,07X473,1452.27135337,0.0,482.777784997,18,380,Approaching Target,0.003,0.261,0.732,0.0,0.426315784454,0.949999988079,32027,9680,DELICATESSEN,40.878793618,-73.872778897,0
9691,19577,5017005,0.0,07X547,921.199515843,0.0,2172.80582053,5,426,Approaching Target,0.016,0.286,0.69,0.007,0.570422530174,0.812206566334,97371,4507,CONVENIENCE STORE,40.532406676,-74.191981499,0
9692,10109,5017005,0.0,02M531,1732.3498023,0.0,675.10874439,5,247,Exceeding Target,0.077,0.372,0.494,0.024,0.83805668354,0.73279350996,97371,4507,CONVENIENCE STORE,40.532976622,-74.192300855,0
9693,17237,5017005,0.0,84K608,1832.14446259,0.0,579.151616654,5,195,,0.0,0.99,0.005,0.0,0.498084276915,0.773946344852,97371,4507,CONVENIENCE STORE,40.541029294,-74.177314423,0
9694,15045,5017005,0.0,19K409,724.859534781,0.0,1594.84367087,5,281,Approaching Target,0.007,0.626,0.342,0.018,0.501018345356,0.710794270039,97371,4507,OTHER,40.541665629,-74.177369814,0
9695,15518,5017005,1.0,15K462,1247.95877396,0.0,188.798616297,5,357,Meeting Target,0.031,0.669,0.232,0.025,0.65546220541,0.728291332722,97371,4507,CONVENIENCE STORE,40.540443031,-74.177324912,1
9696,11951,5017011,1.0,13K527,1422.84510807,0.0,310.226792978,5,304,Meeting Target,0.099,0.727,0.135,0.03,1.0,0.802520990372,87981,4549,DELICATESSEN,40.543668063,-74.164652064,1
9697,11212,5017011,0.0,20K490,4150.75261856,0.0,966.277618164,5,4408,Approaching Target,0.345,0.047,0.302,0.281,0.464836657047,0.673094391823,87981,4549,DELICATESSEN,40.546914592,-74.168098969,0
9698,12452,5017011,0.0,15K592,1459.15620594,0.0,36.2461543503,5,232,Meeting Target,0.349,0.388,0.056,0.172,0.443965524435,1.0,87981,4549,DELICATESSEN,40.546914592,-74.168098969,0
9699,13866,5017011,0.0,20K445,5555.07518599,0.0,1224.84454593,5,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072308,0.729805827141,87981,4549,DELICATESSEN,40.543998572,-74.16500235,0
9700,13917,5017011,0.0,84K517,1411.11645984,0.0,1033.7572352,5,8,,0.0,0.75,0.125,0.0,0.511658012867,0.77979272604,87981,4549,CONVENIENCE STORE,40.543690659,-74.164665603,0
9701,10724,3033500,0.0,22K405,2176.58921272,0.0,841.370146839,1,3986,Meeting Target,0.223,0.293,0.123,0.35,0.549172103405,0.501756131649,53359,3139,CONVENIENCE STORE,40.667553808,-73.936846167,0
9702,17736,3035300,0.0,24Q585,2800.33033605,0.0,1254.66949126,11,1001,Exceeding Target,0.36,0.02,0.431,0.173,0.522477507591,0.675324678421,34752,5161,CONVENIENCE STORE,40.668297418,-73.936694648,0
9703,11273,3035300,0.0,84K359,2425.00937185,0.0,3409.1055097,11,351,Meeting Target,0.0,0.775,0.199,0.017,0.466850817204,0.707182347775,34752,5161,DELICATESSEN,40.668662101,-73.93666183,0
9704,16313,3035300,0.0,20K485,3027.03515639,0.0,770.76674328,11,1277,Meeting Target,0.171,0.078,0.551,0.176,0.436178535223,0.742364943027,34752,5161,GROCERY SUPERMARKET,40.669866226,-73.936544294,0
9705,1135,3035300,1.0,31R600,5832.76906843,0.0,13372.3020525,11,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769227743,0.667692303658,34752,5161,CONVENIENCE STORE,40.670707464,-73.934220044,1
9706,17958,3035300,0.0,07X522,1151.65326156,0.0,1727.72080491,11,577,Approaching Target,0.028,0.243,0.705,0.014,0.195840552449,0.927209734917,34752,5161,DELICATESSEN,40.670707464,-73.934220044,0
9707,17487,3035300,1.0,24Q236,1360.31491923,1.0,191.329857673,11,232,,0.095,0.047,0.634,0.216,0.478448271751,0.823275864124,34752,5161,DELICATESSEN,40.670727556,-73.936454548,1
9708,17927,3035300,0.0,31R600,2924.40326316,1.0,17366.9494051,11,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769227743,0.667692303658,34752,5161,CONVENIENCE STORE,40.670727556,-73.936454548,0
9709,17751,3035300,0.0,03M479,2697.7334194,0.0,656.760930767,11,1306,Exceeding Target,0.526,0.138,0.218,0.076,0.642419576645,0.24042879045,34752,5161,DELICATESSEN,40.670924531,-73.933736523,0
9710,19294,3035300,0.0,31R080,4850.97837573,1.0,16047.5361198,11,469,Meeting Target,0.446,0.232,0.211,0.07,0.475187957287,0.474436104298,34752,5161,CONVENIENCE STORE,40.671057402,-73.936434734,0
9711,13006,3035300,0.0,84X488,3209.26331447,0.0,3442.54916544,11,178,,0.006,0.691,0.275,0.006,0.50896859169,0.789237678051,34752,5161,GROCERY SUPERMARKET,40.670707464,-73.934220044,0
9712,13472,3035300,0.0,84K733,1293.24081316,0.0,2177.66635885,11,354,,0.028,0.15,0.757,0.014,0.516949176788,0.847457647324,34752,5161,STAND,40.670707464,-73.934220044,0
9713,19095,3092000,5.0,16K498,1647.03035842,0.0,669.89023911,2,650,Approaching Target,0.012,0.708,0.238,0.025,0.386153846979,0.781538486481,29858,3154,GROCERY SUPERMARKET,40.657194544,-73.903459454,1
9714,19303,3092000,0.0,10X225,1459.73243623,0.0,976.862608774,2,427,Approaching Target,0.009,0.26,0.7,0.009,0.674603164196,1.0,29858,3154,GROCERY SUPERMARKET,40.657266807,-73.903432647,0
9715,18771,3092200,0.0,84K538,1650.34114546,0.0,711.684889167,2,219,Approaching Target,0.0,0.594,0.397,0.005,0.491541355848,0.859022557735,30129,2691,GROCERY SUPERMARKET,40.656719006,-73.903506075,0
9716,11769,3092200,0.0,27Q314,2823.31343714,0.0,2584.50292094,2,175,,0.034,0.371,0.28,0.251,0.474285721779,0.582857131958,30129,2691,GROCERY SUPERMARKET,40.656569818,-73.904486289,0
9717,11020,1003400,0.0,02M600,1198.5732123,1.0,837.455920565,11,1798,Exceeding Target,0.036,0.374,0.528,0.052,0.933815360069,0.813681840897,63243,6612,GROCERY SUPERMARKET,40.728196527,-73.979149214,0
9718,17922,1003400,0.0,14K558,1501.68378829,1.0,1143.33618472,11,573,Exceeding Target,0.044,0.302,0.607,0.033,0.247818499804,0.818499147892,63243,6612,GROCERY SUPERMARKET,40.728311915,-73.981854418,0
9719,19435,1003400,0.0,02M427,1652.21885772,1.0,457.982115869,11,288,Approaching Target,0.024,0.038,0.913,0.024,0.479166656733,0.90625,63243,6612,CONVENIENCE STORE,40.730169776,-73.980576993,0
9720,17095,1003400,1.0,20K485,1855.66966449,3.0,1036.95904107,11,1277,Meeting Target,0.171,0.078,0.551,0.176,0.436178535223,0.742364943027,63243,6612,DELICATESSEN,40.730914552,-73.981631801,1
9721,10343,1003400,1.0,28Q896,2331.80291617,3.0,516.392280614,11,314,Exceeding Target,0.025,0.481,0.15,0.303,1.0,1.0,63243,6612,GROCERY SUPERMARKET,40.731248949,-73.982412193,1
9722,12338,1003400,0.0,84R067,6385.84124307,1.0,35401.9975378,11,123,,0.138,0.341,0.48,0.041,0.487854242325,0.678137660027,63243,6612,DELICATESSEN,40.729901703,-73.98358407,0
9723,12693,1003400,0.0,28Q350,1833.004364,0.0,230.418117748,11,515,Meeting Target,0.019,0.437,0.097,0.398,0.514563083649,0.718446612358,63243,6612,CONVENIENCE STORE,40.729534418,-73.978349752,0
9724,12609,1003400,0.0,26Q435,2222.42246507,1.0,12909.1312743,11,1544,Approaching Target,0.041,0.499,0.137,0.28,0.443652838469,0.697538852692,63243,6612,GROCERY SUPERMARKET,40.727834046,-73.980421977,0
9725,12155,1003400,0.0,27Q650,2214.5339564,3.0,90.853453316,11,973,Exceeding Target,0.139,0.097,0.341,0.34,0.322713255882,0.660842776299,63243,6612,CONVENIENCE STORE,40.730724437,-73.981176314,0
9726,14912,1003400,0.0,21K540,896.596568954,1.0,167.259509233,11,2225,Meeting Target,0.129,0.313,0.208,0.333,0.465168535709,0.773033678532,63243,6612,CONVENIENCE STORE,40.729979794,-73.980716857,0
9727,15239,1003400,1.0,84X345,721.282812144,1.0,2357.88475077,11,274,Exceeding Target,0.007,0.332,0.657,0.004,0.525654435158,0.893193721771,63243,6612,GROCERY SUPERMARKET,40.727639402,-73.982416205,1
9728,19662,1004400,0.0,07X334,1203.01686221,0.0,1467.29423598,3,470,Approaching Target,0.021,0.121,0.794,0.053,0.431914895773,0.897872328758,88401,16538,GROCERY SUPERMARKET,40.733800073,-73.977453516,0
9729,16133,1004400,0.0,19K683,1592.63429812,0.0,1293.49460366,3,305,Meeting Target,0.016,0.57,0.282,0.125,0.606557369232,0.859016418457,88401,16538,GROCERY SUPERMARKET,40.733800073,-73.977453516,0
9730,12656,1004400,0.0,24Q600,1274.02758482,2.0,36.7808504503,3,1575,Approaching Target,0.072,0.056,0.757,0.112,0.377777785063,0.811428546906,88401,16538,GROCERY SUPERMARKET,40.733594127,-73.980662249,0
9731,11699,1004000,0.0,30Q286,4165.35047102,0.0,1401.82840791,10,316,Exceeding Target,0.203,0.047,0.396,0.354,1.0,0.850267350674,78810,8651,CONVENIENCE STORE,40.729281639,-73.987134285,0
9732,17395,1004000,1.0,84K508,579.256440528,1.0,235.581395499,10,177,Meeting Target,0.0,0.859,0.141,0.0,0.528942108154,0.809381246567,78810,8651,CONVENIENCE STORE,40.729320102,-73.984096904,1
9733,17746,1004000,0.0,11X418,3643.83473928,3.0,2866.95175164,10,500,Approaching Target,0.092,0.28,0.596,0.028,0.495999991894,0.741999983788,78810,8651,CONVENIENCE STORE,40.730989146,-73.98288708,0
9734,19113,1004000,0.0,22K425,5871.45648949,0.0,1095.94216203,10,3250,Approaching Target,0.438,0.177,0.178,0.202,0.416923075914,0.751076936722,78810,8651,CONVENIENCE STORE,40.731131341,-73.988704259,0
9735,18614,1004000,0.0,13K419,2566.02128926,2.0,1162.51529565,10,549,Meeting Target,0.024,0.716,0.177,0.062,0.451730430126,0.741347908974,78810,8651,DELICATESSEN,40.731390089,-73.985676203,0
9736,17811,1004000,0.0,01M292,1245.69061965,0.0,65.8281135379,10,160,Approaching Target,0.038,0.225,0.6,0.131,0.367567569017,0.864864885807,78810,8651,BAR/LOUNGE,40.731809156,-73.988216765,0
9737,11612,1004000,0.0,30Q445,3025.44613181,2.0,1565.21690568,10,2437,Meeting Target,0.153,0.062,0.505,0.264,0.455888390541,0.742306113243,78810,8651,CONVENIENCE STORE,40.73273395,-73.98592213,0
9738,13300,1004000,0.0,84K608,1471.1501116,1.0,1096.69739939,10,195,,0.0,0.99,0.005,0.0,0.498084276915,0.773946344852,78810,8651,STAND,40.728379516,-73.9847869,0
9739,15204,1004000,0.0,02M427,1979.65486686,3.0,1277.86458767,10,288,Approaching Target,0.024,0.038,0.913,0.024,0.479166656733,0.90625,78810,8651,DELICATESSEN,40.730597924,-73.983165968,0
9740,15790,1004000,0.0,29Q248,4604.60125387,2.0,13114.1930464,10,485,Meeting Target,0.012,0.814,0.091,0.039,0.459793806076,0.717525780201,78810,8651,CONVENIENCE STORE,40.732805688,-73.986096197,0
