,id,BoroCT2010,n_report,DBN,school_distance,n_school,subway_distance,n_tobacco,Enrollment,Student Achievement Rating,Percent White,Percent Black,Percent Hispanic,Percent Asian,% Female,% Poverty,MHI,Total Population,type,latitude,longitude,have_sold
1639,18671,2002701,1.0,84K648,1187.29005023,0.0,2283.16995394,5,141,,0.0,0.894,0.064,0.0,0.516806721687,0.716386556625,19450,3113,GROCERY SUPERMARKET,40.806302438,-73.917793188,1
1640,15809,2002701,0.0,31R455,12495.5485229,0.0,43669.3085189,5,3907,Meeting Target,0.79,0.019,0.125,0.051,0.48323521018,0.288968503475,19450,3113,GROCERY SUPERMARKET,40.804164849,-73.915281462,0
1641,19567,2003300,0.0,20K445,431.398384972,0.0,145.243964465,4,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072308,0.729805827141,16021,3413,CONVENIENCE STORE,40.807755859,-73.913360663,0
1642,12229,2003300,1.0,29Q259,5570.55290606,0.0,12874.8519567,4,367,Meeting Target,0.014,0.883,0.068,0.027,0.474956810474,0.732297062874,16021,3413,DELICATESSEN,40.808187106,-73.914689371,1
1643,12790,2003300,0.0,10X353,4062.65526213,1.0,857.523939553,4,289,,0.014,0.277,0.682,0.003,0.487889260054,0.79930794239,16021,3413,GROCERY SUPERMARKET,40.808873606,-73.916092674,0
1644,15631,2003300,0.0,84K358,1148.34930083,0.0,1347.9651753,4,119,,0.0,0.798,0.176,0.008,0.530732870102,0.862884163857,16021,3413,GROCERY SUPERMARKET,40.809258232,-73.913598432,0
1645,11389,2003500,0.0,12X684,1145.56300698,0.0,674.554133394,7,500,Approaching Target,0.01,0.556,0.408,0.01,0.372000008821,0.77999997139,20403,3761,GAS STATION,40.80892722,-73.910599513,0
1646,19087,2003500,0.0,02M411,421.023335189,0.0,329.30090606,7,445,Exceeding Target,0.301,0.058,0.128,0.497,0.564044952393,0.467415720224,20403,3761,GROCERY SUPERMARKET,40.812668584,-73.90923817,0
1647,1207,2003500,0.0,06M348,1828.87710951,0.0,550.595626593,7,390,Approaching Target,0.008,0.041,0.941,0.005,0.436842113733,1.0,20403,3761,GROCERY SUPERMARKET,40.812883031,-73.907410239,0
1648,12811,2003500,0.0,30Q258,1426.16594712,0.0,2111.74869885,7,331,,0.154,0.094,0.48,0.215,0.217522665858,0.78549849987,20403,3761,GROCERY SUPERMARKET,40.812963464,-73.907905965,0
1649,13362,2003500,0.0,84K652,328.611546981,0.0,1193.35463607,7,68,,0.0,0.926,0.074,0.0,0.454935610294,0.675536453724,20403,3761,GROCERY SUPERMARKET,40.81305321,-73.908346537,0
1650,14221,2003500,0.0,18K576,5066.05054275,2.0,9149.58855518,7,339,Meeting Target,0.012,0.879,0.062,0.009,0.38053098321,0.66371679306,20403,3761,GROCERY SUPERMARKET,40.811292088,-73.907833702,0
1651,15155,2003500,2.0,31R600,2984.95698536,2.0,17294.8543741,7,650,Meeting Target,0.191,0.309,0.443,0.054,0.250769227743,0.667692303658,20403,3761,GROCERY SUPERMARKET,40.811318895,-73.908738156,1
1652,14873,2003700,0.0,06M346,884.283678247,2.0,77.9237443685,1,372,Meeting Target,0.013,0.07,0.906,0.003,0.505426347256,0.914728701115,23304,245,GROCERY SUPERMARKET,40.811641748,-73.909683404,0
1653,19545,2004400,3.0,18K576,2929.48659171,0.0,3106.60229585,5,339,Meeting Target,0.012,0.879,0.062,0.009,0.38053098321,0.66371679306,16086,4797,GROCERY SUPERMARKET,40.824876251,-73.870405364,1
1654,17531,2004400,0.0,07X522,991.175439361,0.0,1084.9173288,5,577,Approaching Target,0.028,0.243,0.705,0.014,0.195840552449,0.927209734917,16086,4797,OTHER,40.824888039,-73.870263888,0
1655,13160,2004400,0.0,02M615,2690.94184726,0.0,728.480978365,5,435,Meeting Target,0.037,0.264,0.572,0.103,0.37701150775,0.85977011919,16086,4797,GROCERY SUPERMARKET,40.827182975,-73.869837303,0
1656,14162,2004400,0.0,25Q240,2092.204184,0.0,724.571771798,5,410,,0.122,0.137,0.524,0.176,0.514634132385,0.734146356583,16086,4797,PHARMACY,40.826067559,-73.861553854,0
1657,14685,2004400,0.0,09X517,1120.54712684,0.0,3433.61892952,5,420,Approaching Target,0.024,0.448,0.512,0.005,0.454761892557,0.835714280605,16086,4797,GROCERY SUPERMARKET,40.828256432,-73.860661056,0
1658,18251,2004800,2.0,84M709,1282.310756,0.0,165.795567151,4,214,Meeting Target,0.0,0.799,0.201,0.0,0.488294303417,0.792642116547,25168,3883,GROCERY SUPERMARKET,40.826517455,-73.875143978,1
1659,11666,2004800,0.0,21K540,1598.15331938,0.0,461.328768909,4,2225,Meeting Target,0.129,0.313,0.208,0.333,0.465168535709,0.773033678532,25168,3883,GROCERY SUPERMARKET,40.826892757,-73.874005251,0
1660,18770,2004800,0.0,02M316,624.720850544,0.0,204.367863881,4,359,Approaching Target,0.019,0.554,0.351,0.036,1.0,0.82172703743,25168,3883,CONVENIENCE STORE,40.828932441,-73.874474961,0
1661,13128,2004800,0.0,02M489,908.898155925,0.0,100.204229603,4,761,Meeting Target,0.079,0.222,0.466,0.221,0.406044691801,0.755584776402,25168,3883,CONVENIENCE STORE,40.829343874,-73.875132322,0
1662,18707,2005002,4.0,13K527,916.609458524,0.0,200.12120747,8,304,Meeting Target,0.099,0.727,0.135,0.03,1.0,0.802520990372,26439,5823,GROCERY SUPERMARKET,40.826010991,-73.878928709,1
1663,14956,2005002,0.0,31R080,6233.56305586,0.0,14811.8771664,8,469,Meeting Target,0.446,0.232,0.211,0.07,0.475187957287,0.474436104298,26439,5823,GROCERY SUPERMARKET,40.826169366,-73.877728198,0
1664,14310,2005002,0.0,20K505,5302.45535675,0.0,108.966157346,8,3177,Approaching Target,0.189,0.117,0.303,0.385,0.435001581907,0.760465860367,26439,5823,GROCERY SUPERMARKET,40.826257541,-73.877093916,0
1665,18961,2005002,0.0,84K710,742.564268956,0.0,1409.6483306,8,135,,0.015,0.704,0.148,0.007,0.481092423201,0.777310907841,26439,5823,GROCERY SUPERMARKET,40.826268031,-73.876994845,0
1666,12027,2005002,1.0,32K168,1926.17594907,0.0,1363.32115058,8,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315014,0.910447776318,26439,5823,GROCERY SUPERMARKET,40.828423103,-73.880888893,1
1667,20059,2005002,0.0,24Q293,4148.90965983,0.0,980.288757375,8,467,Exceeding Target,0.062,0.062,0.7,0.092,0.53319054842,0.695931494236,26439,5823,GROCERY SUPERMARKET,40.828478446,-73.880222996,0
1668,17679,2005002,0.0,24Q485,2401.42376767,0.0,1480.20707219,8,1731,Approaching Target,0.189,0.055,0.645,0.096,0.424032360315,0.681109189987,26439,5823,GROCERY SUPERMARKET,40.828478446,-73.880222996,0
1669,10244,2005002,0.0,84K356,1334.77303283,0.0,2279.91979555,8,188,Meeting Target,0.0,0.941,0.059,0.0,0.525590538979,0.732283473015,26439,5823,GROCERY SUPERMARKET,40.828543153,-73.879448294,0
1670,18396,2006800,0.0,06M348,870.021223536,0.0,585.68570202,6,390,Approaching Target,0.008,0.041,0.941,0.005,0.436842113733,1.0,35078,2897,GROCERY SUPERMARKET,40.827126936,-73.872022439,0
1671,11022,2006800,0.0,11X270,3922.69464232,0.0,71.9703016761,6,381,Approaching Target,0.016,0.619,0.307,0.034,0.475065618753,0.740157485008,35078,2897,GROCERY SUPERMARKET,40.829058319,-73.871465553,0
1672,10369,2006800,0.0,25Q670,3356.11688124,0.0,8703.11136895,6,720,Meeting Target,0.167,0.111,0.367,0.336,0.463888883591,0.763888895512,35078,2897,GROCERY SUPERMARKET,40.829263453,-73.870776723,0
1673,15209,2006800,0.0,06M552,1029.23483651,0.0,696.287295332,6,503,Meeting Target,0.0,0.0,1.0,0.0,0.534791231155,0.910536766052,35078,2897,GROCERY SUPERMARKET,40.830453463,-73.871212632,0
1674,17833,2006800,0.0,20K505,2004.97038386,0.0,89.4784944906,6,3177,Approaching Target,0.189,0.117,0.303,0.385,0.435001581907,0.760465860367,35078,2897,GROCERY SUPERMARKET,40.829537353,-73.869064554,0
1675,13583,2006800,0.0,19K615,1326.89500688,0.0,328.74630312,6,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044084,0.707722365856,35078,2897,CONVENIENCE STORE,40.829537353,-73.869064554,0
1676,17500,2007000,0.0,22K405,4092.65616007,0.0,2856.62369741,4,3986,Meeting Target,0.223,0.293,0.123,0.35,0.549172103405,0.501756131649,46313,4584,GROCERY SUPERMARKET,40.830412669,-73.863205416,0
1677,16055,2007000,0.0,12X251,1733.05474273,0.0,1504.99064087,4,363,Approaching Target,0.017,0.264,0.694,0.022,0.435261696577,0.884297549725,46313,4584,GROCERY SUPERMARKET,40.831383558,-73.867952635,0
1678,18459,2007000,0.0,84K652,1288.01727838,0.0,229.959015155,4,68,,0.0,0.926,0.074,0.0,0.454935610294,0.675536453724,46313,4584,GROCERY SUPERMARKET,40.83241389,-73.864482841,0
1679,14947,2007000,0.0,84M065,1328.96090506,0.0,881.671156931,4,111,,0.009,0.667,0.324,0.0,0.470319628716,0.773972630501,46313,4584,GROCERY SUPERMARKET,40.828930869,-73.866593168,0
1680,10590,2008900,0.0,84K652,704.761334229,0.0,1030.7285496,7,68,,0.0,0.926,0.074,0.0,0.454935610294,0.675536453724,18387,3177,GROCERY SUPERMARKET,40.817928637,-73.89450932,0
1681,10678,2008900,0.0,12X372,1230.54768459,2.0,2460.69912868,7,362,Approaching Target,0.011,0.265,0.702,0.014,0.463541656733,1.0,18387,3177,CONVENIENCE STORE,40.817955444,-73.895550142,0
1682,17048,2008900,0.0,02M531,1344.02669614,1.0,358.328562658,7,247,Exceeding Target,0.077,0.372,0.494,0.024,0.83805668354,0.73279350996,18387,3177,GROCERY SUPERMARKET,40.819429476,-73.892965725,0
1683,19214,2008900,0.0,10X437,1243.03007401,1.0,2067.71602227,7,379,Exceeding Target,0.021,0.338,0.612,0.013,0.707123994827,0.875989437103,18387,3177,GROCERY SUPERMARKET,40.819528915,-73.892868249,0
1684,13582,2008900,0.0,84K357,2646.68752611,1.0,1604.88815702,7,136,Exceeding Target,0.0,0.875,0.066,0.0,0.500635325909,0.827191889286,18387,3177,GROCERY SUPERMARKET,40.819646802,-73.892837817,0
1685,16439,2008900,1.0,02M655,2091.96352688,1.0,949.877879501,7,537,Not Meeting Target,0.024,0.302,0.596,0.054,0.482142865658,0.720779240131,18387,3177,CONVENIENCE STORE,40.819682765,-73.892802979,1
1686,18538,2008900,0.0,84K538,2540.8410204,2.0,87.1151911514,7,219,Approaching Target,0.0,0.594,0.397,0.005,0.491541355848,0.859022557735,18387,3177,GROCERY SUPERMARKET,40.816535824,-73.896535018,0
1687,16494,2012101,0.0,30Q501,1023.2979078,0.0,241.921032624,3,828,Exceeding Target,0.359,0.139,0.339,0.112,0.678743958473,0.408212572336,38750,3090,GROCERY SUPERMARKET,40.828472055,-73.88998705,0
1688,19053,2012101,0.0,84Q705,542.725170085,0.0,778.886646499,3,211,Meeting Target,0.118,0.137,0.555,0.19,0.479500889778,0.358288764954,38750,3090,GROCERY SUPERMARKET,40.828539656,-73.888417076,0
1689,13660,2012101,0.0,24Q585,2531.48039835,0.0,5051.69898422,3,1001,Exceeding Target,0.36,0.02,0.431,0.173,0.522477507591,0.675324678421,38750,3090,CONVENIENCE STORE,40.828870355,-73.889043197,0
1690,14511,2012102,5.0,09X568,848.096265894,0.0,612.631849056,8,78,,0.013,0.397,0.564,0.013,1.0,0.87234044075,11396,1631,GROCERY SUPERMARKET,40.825405536,-73.890417132,1
1691,16983,2012102,0.0,84X395,1238.50651569,0.0,3064.85109989,8,418,Meeting Target,0.002,0.356,0.634,0.002,0.325358837843,0.904306232929,11396,1631,GROCERY SUPERMARKET,40.825405536,-73.890417132,0
1692,13864,2012102,0.0,84M353,944.447801183,0.0,1243.4108071,8,369,Exceeding Target,0.003,0.051,0.946,0.0,0.549407124519,0.90513831377,11396,1631,GROCERY SUPERMARKET,40.82566545,-73.889917118,0
1693,16726,2012102,0.0,09X231,1483.03383778,0.0,3187.88075642,8,337,Meeting Target,0.003,0.596,0.362,0.003,0.0,0.841549277306,11396,1631,GROCERY SUPERMARKET,40.82566545,-73.889917118,0
1694,10328,2012102,0.0,22K405,2883.22933458,0.0,1922.57113678,8,3986,Meeting Target,0.223,0.293,0.123,0.35,0.549172103405,0.501756131649,11396,1631,GROCERY SUPERMARKET,40.826065228,-73.88780517,0
1695,18649,2012102,0.0,20K445,4128.92151899,0.0,1850.05566175,8,3553,Meeting Target,0.269,0.038,0.288,0.395,0.424430072308,0.729805827141,11396,1631,CONVENIENCE STORE,40.826074552,-73.889137376,0
1696,13136,2012102,0.0,29Q327,5253.5907617,0.0,12160.5644447,8,245,,0.033,0.841,0.057,0.012,0.00202839751728,0.53549695015,11396,1631,GROCERY SUPERMARKET,40.826995324,-73.887398399,0
1697,12142,2012102,0.0,02M600,1828.93386998,0.0,1243.22519262,8,1798,Exceeding Target,0.036,0.374,0.528,0.052,0.933815360069,0.813681840897,11396,1631,GROCERY SUPERMARKET,40.827104884,-73.887147809,0
1698,12585,2012500,0.0,84K608,1954.85856719,0.0,1626.04722013,11,195,,0.0,0.99,0.005,0.0,0.498084276915,0.773946344852,32550,3905,GROCERY SUPERMARKET,40.826949868,-73.891904353,0
1699,11705,2012500,0.0,15K667,784.751851015,0.0,1003.31655856,11,1314,Meeting Target,0.065,0.09,0.769,0.072,0.457382053137,0.786910176277,32550,3905,GROCERY SUPERMARKET,40.82696502,-73.893184109,0
1700,16511,2012500,2.0,13K412,1517.71590955,0.0,1977.42697124,11,379,Approaching Target,0.003,0.789,0.182,0.011,0.5751978755,0.799472272396,32550,3905,OTHER,40.827031456,-73.89093696,1
1701,17655,2012500,0.0,27Q302,4156.09418059,0.0,1215.95419255,11,417,Meeting Target,0.024,0.444,0.47,0.053,0.393285363913,0.705035984516,32550,3905,GROCERY SUPERMARKET,40.827770404,-73.89092647,0
1702,18420,2012500,0.0,10X225,1272.69468394,0.0,1137.59907848,11,427,Approaching Target,0.009,0.26,0.7,0.009,0.674603164196,1.0,32550,3905,GROCERY SUPERMARKET,40.829866404,-73.891908687,0
1703,15178,2012500,0.0,15K462,4076.94394211,0.0,779.942817412,11,357,Meeting Target,0.031,0.669,0.232,0.025,0.65546220541,0.728291332722,32550,3905,GROCERY SUPERMARKET,40.829866404,-73.891908687,0
1704,18375,2012500,0.0,17K382,2831.93513717,1.0,897.267350216,11,316,Meeting Target,0.009,0.823,0.13,0.016,0.421286016703,0.791574299335,32550,3905,GROCERY SUPERMARKET,40.828283239,-73.894778559,0
1705,19665,2012500,0.0,27Q314,2275.8084168,1.0,3675.89232357,11,175,,0.034,0.371,0.28,0.251,0.474285721779,0.582857131958,32550,3905,BAR/LOUNGE,40.828396296,-73.895686509,0
1706,16715,2012500,0.0,25Q285,4021.56004967,1.0,13811.9310302,11,365,Exceeding Target,0.521,0.077,0.252,0.148,0.591289758682,0.462311565876,32550,3905,GROCERY SUPERMARKET,40.82902918,-73.894398595,0
1707,15886,2012500,0.0,02M393,684.347602201,1.0,1796.08811992,11,448,Approaching Target,0.013,0.315,0.641,0.02,0.345982134342,1.0,32550,3905,GROCERY SUPERMARKET,40.828283239,-73.894778559,0
1708,15153,2012500,0.0,28Q505,1068.74007945,1.0,1146.70467336,11,3321,Meeting Target,0.045,0.291,0.309,0.322,0.532369792461,0.772357702255,32550,3905,GROCERY SUPERMARKET,40.82902918,-73.894398595,0
1709,19077,2012701,0.0,24Q236,1327.33608506,0.0,704.025350925,7,232,,0.095,0.047,0.634,0.216,0.478448271751,0.823275864124,15938,2253,CONVENIENCE STORE,40.82550111,-73.891987105,0
1710,16146,2012701,0.0,28Q690,1574.44304859,0.0,5935.82753889,7,589,Approaching Target,0.019,0.649,0.195,0.104,0.463497459888,0.728353142738,15938,2253,GROCERY SUPERMARKET,40.826048666,-73.891978257,0
1711,10196,2012701,0.0,06M540,853.994848654,0.0,1373.61667072,7,1438,Approaching Target,0.017,0.298,0.609,0.053,0.494436711073,0.818497896194,15938,2253,GROCERY SUPERMARKET,40.826630512,-73.890205004,0
1712,14141,2012701,0.0,07X334,1252.68049561,0.0,259.154130149,7,470,Approaching Target,0.021,0.121,0.794,0.053,0.431914895773,0.897872328758,15938,2253,GROCERY SUPERMARKET,40.826798349,-73.889689838,0
1713,11831,2012701,0.0,06M348,778.09331558,1.0,608.791769525,7,390,Approaching Target,0.008,0.041,0.941,0.005,0.436842113733,1.0,15938,2253,GROCERY SUPERMARKET,40.823977757,-73.894672495,0
1714,17024,2012701,0.0,02M459,674.666491691,0.0,1326.46810251,7,342,Meeting Target,0.12,0.158,0.474,0.246,0.461988300085,1.0,15938,2253,GROCERY SUPERMARKET,40.824166574,-73.892994127,0
1715,15214,2012701,0.0,13K670,2200.46349538,0.0,3236.23976326,7,916,Approaching Target,0.008,0.854,0.087,0.036,0.562227070332,0.545851528645,15938,2253,GROCERY SUPERMARKET,40.824235879,-73.892862297,0
1716,17367,2013100,1.0,84X345,459.313109151,1.0,2428.3517917,6,274,Exceeding Target,0.007,0.332,0.657,0.004,0.525654435158,0.893193721771,23596,5103,GROCERY SUPERMARKET,40.823947453,-73.899174952,1
1717,17126,2013100,0.0,84K359,1785.48347847,1.0,2115.01782586,6,351,Meeting Target,0.0,0.775,0.199,0.017,0.466850817204,0.707182347775,23596,5103,GROCERY SUPERMARKET,40.823947453,-73.899174952,0
1718,12427,2013100,0.0,31R455,11927.3290242,4.0,66812.1332813,6,3907,Meeting Target,0.79,0.019,0.125,0.051,0.48323521018,0.288968503475,23596,5103,GROCERY SUPERMARKET,40.824713947,-73.899569022,0
1719,18843,2013100,0.0,22K425,5596.54264304,4.0,1790.7800268,6,3250,Approaching Target,0.438,0.177,0.178,0.202,0.416923075914,0.751076936722,23596,5103,GROCERY SUPERMARKET,40.824713947,-73.899569022,0
1720,18079,2013100,1.0,09X327,204.784201321,1.0,857.822796635,6,441,Meeting Target,0.009,0.236,0.753,0.002,0.49253731966,0.910447776318,23596,5103,GROCERY SUPERMARKET,40.825798321,-73.895784414,1
1721,19628,2013100,1.0,25Q240,1058.14696911,4.0,1536.2038372,6,410,,0.122,0.137,0.524,0.176,0.514634132385,0.734146356583,23596,5103,GROCERY SUPERMARKET,40.825944013,-73.899061895,1
1722,17073,2016200,0.0,30Q301,2855.85853589,0.0,1504.53573952,4,545,Exceeding Target,0.204,0.158,0.536,0.062,0.513761460781,0.6165137887,66204,1769,GROCERY SUPERMARKET,40.826249769,-73.821695656,0
1723,18873,2016200,0.0,32K168,814.573606996,0.0,951.510914912,4,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315014,0.910447776318,66204,1769,GROCERY SUPERMARKET,40.828002345,-73.823648367,0
1724,19267,2016200,0.0,22K405,2885.24563927,0.0,134.647043698,4,3986,Meeting Target,0.223,0.293,0.123,0.35,0.549172103405,0.501756131649,66204,1769,GROCERY SUPERMARKET,40.828611919,-73.824247451,0
1725,16128,2016200,0.0,02M418,1220.32591876,0.0,560.972997866,4,641,Exceeding Target,0.31,0.066,0.186,0.399,0.648985981941,0.443057715893,66204,1769,GROCERY SUPERMARKET,40.829602623,-73.825189202,0
1726,12431,2016600,0.0,84K744,1927.74576787,0.0,653.308612527,3,247,,0.097,0.441,0.324,0.089,0.451282054186,0.81153845787,85234,2166,GROCERY SUPERMARKET,40.831159776,-73.826664768,0
1727,16806,2016600,0.0,31R440,2673.93475347,0.0,24739.4542966,3,2876,Approaching Target,0.51,0.121,0.289,0.068,0.484005570412,0.567454814911,85234,2166,GROCERY SUPERMARKET,40.832439532,-73.827765032,0
1728,13911,2016600,0.0,05M157,1466.91673891,0.0,308.574230823,3,206,,0.019,0.471,0.466,0.015,0.490291267633,0.776699006557,85234,2166,GROCERY SUPERMARKET,40.831399876,-73.826883888,0
1729,12376,2017500,0.0,16K393,413.984954525,0.0,1764.3553597,8,77,Approaching Target,0.0,0.844,0.156,0.0,0.519480526447,0.805194795132,14446,6911,GROCERY SUPERMARKET,40.829927807,-73.913721978,0
1730,13523,2017500,0.0,20K609,3278.99479654,1.0,1760.37416685,8,327,Exceeding Target,0.144,0.196,0.174,0.477,1.0,0.909262776375,14446,6911,GROCERY SUPERMARKET,40.830507077,-73.915512238,0
1731,18364,2017500,0.0,19K409,2251.06126058,0.0,51.5566387478,8,281,Approaching Target,0.007,0.626,0.342,0.018,0.501018345356,0.710794270039,14446,6911,GROCERY SUPERMARKET,40.832817165,-73.913399125,0
1732,17560,2017500,0.0,19K615,2012.65966267,0.0,953.416716046,8,1023,Approaching Target,0.017,0.626,0.283,0.055,0.145650044084,0.707722365856,14446,6911,GROCERY SUPERMARKET,40.833304358,-73.912769737,0
1733,15910,2017500,0.0,31R445,3802.64763227,0.0,28209.9215263,8,1493,Approaching Target,0.212,0.265,0.447,0.066,0.477561950684,0.680509030819,14446,6911,GROCERY SUPERMARKET,40.83111432,-73.913029651,0
1734,14744,2017500,0.0,27Q302,871.058126962,0.0,23.0017000146,8,417,Meeting Target,0.024,0.444,0.47,0.053,0.393285363913,0.705035984516,14446,6911,CONVENIENCE STORE,40.830756501,-73.911540099,0
1735,19071,2017500,4.0,12X251,1195.10998514,1.0,872.060274555,8,363,Approaching Target,0.017,0.264,0.694,0.022,0.435261696577,0.884297549725,14446,6911,DELICATESSEN,40.829107271,-73.915791966,1
1736,16348,2017500,0.0,84K730,1666.92278321,1.0,3507.06513154,8,208,Approaching Target,0.029,0.567,0.337,0.005,0.516923069954,0.73846155405,14446,6911,GROCERY SUPERMARKET,40.829227321,-73.916150951,0
1737,18556,2017701,0.0,21K620,1061.49779237,0.0,902.617149691,13,549,Approaching Target,0.077,0.679,0.186,0.042,0.213114753366,0.812386155128,19182,4294,GROCERY SUPERMARKET,40.833813924,-73.913736841,0
1738,16033,2017701,1.0,32K168,1537.67495492,0.0,731.211720902,13,268,Meeting Target,0.049,0.511,0.399,0.026,0.373134315014,0.910447776318,19182,4294,GROCERY SUPERMARKET,40.835209951,-73.912912264,1
1739,18647,2017701,0.0,24Q293,433.84960092,0.0,2234.84974066,13,467,Exceeding Target,0.062,0.062,0.7,0.092,0.53319054842,0.695931494236,19182,4294,GROCERY SUPERMARKET,40.835213502,-73.912739433,0
1740,14648,2017701,1.0,24Q600,2992.45503675,0.0,1401.59602858,13,1575,Approaching Target,0.072,0.056,0.757,0.112,0.377777785063,0.811428546906,19182,4294,GROCERY SUPERMARKET,40.83515406,-73.912951561,1
1741,11395,2017701,0.0,31R455,12012.8413114,0.0,66980.2881102,13,3907,Meeting Target,0.79,0.019,0.125,0.051,0.48323521018,0.288968503475,19182,4294,CONVENIENCE STORE,40.830877717,-73.910812806,0
1742,15906,2017701,1.0,04M372,2131.65142414,0.0,141.424396865,13,323,Meeting Target,0.015,0.127,0.842,0.012,0.486062705517,0.909407675266,19182,4294,GROCERY SUPERMARKET,40.831015085,-73.911709675,1
1743,17509,2017701,0.0,12X372,1499.09272185,0.0,460.808762319,13,362,Approaching Target,0.011,0.265,0.702,0.014,0.463541656733,1.0,19182,4294,GROCERY SUPERMARKET,40.831867255,-73.909900193,0
1744,1270,2017701,1.0,04M409,808.248848222,0.0,1418.30879831,13,232,Approaching Target,0.026,0.409,0.504,0.047,0.439655184746,1.0,19182,4294,GROCERY SUPERMARKET,40.832222013,-73.909657779,1
1745,14485,2017701,0.0,11X509,1843.40590911,0.0,988.387127554,13,361,Approaching Target,0.119,0.097,0.593,0.166,0.498614966869,0.975069224834,19182,4294,CONVENIENCE STORE,40.832426711,-73.909579671,0
1746,18706,2017701,2.0,08X269,526.902641828,0.0,161.470648521,13,336,Approaching Target,0.003,0.214,0.765,0.012,0.53401362896,1.0,19182,4294,CONVENIENCE STORE,40.832453518,-73.910269667,1
1747,19912,2017701,0.0,15K462,4168.82091572,0.0,25.2338248012,13,357,Meeting Target,0.031,0.669,0.232,0.025,0.65546220541,0.728291332722,19182,4294,GROCERY SUPERMARKET,40.833127197,-73.909169404,0
1748,17738,2017701,6.0,14K614,1621.51424342,0.0,899.472052783,13,237,Meeting Target,0.021,0.641,0.249,0.042,0.997333347797,0.744000017643,19182,4294,GROCERY SUPERMARKET,40.833866145,-73.908770791,1
1749,18610,2017701,0.0,13K527,742.839685562,0.0,348.145537012,13,304,Meeting Target,0.099,0.727,0.135,0.03,1.0,0.802520990372,19182,4294,CONVENIENCE STORE,40.834264124,-73.909884847,0
1750,13421,2017901,0.0,22K425,5383.59777345,0.0,6058.46302221,6,3250,Approaching Target,0.438,0.177,0.178,0.202,0.416923075914,0.751076936722,23045,4677,GROCERY SUPERMARKET,40.833727576,-73.915332585,0
1751,14679,2017901,0.0,08X293,919.104677655,0.0,317.330307214,6,452,Meeting Target,0.064,0.285,0.604,0.035,0.573008835316,1.0,23045,4677,DELICATESSEN,40.83443012,-73.91711343,0
1752,15004,2017901,1.0,84K357,1567.87488715,0.0,709.123922103,6,136,Exceeding Target,0.0,0.875,0.066,0.0,0.500635325909,0.827191889286,23045,4677,GROCERY SUPERMARKET,40.833417415,-73.91438167,1
1753,15039,2017901,0.0,28Q690,1919.56095865,0.0,5925.63679642,6,589,Approaching Target,0.019,0.649,0.195,0.104,0.463497459888,0.728353142738,23045,4677,GROCERY SUPERMARKET,40.834022594,-73.915764096,0
1754,12983,2017901,0.0,31R455,13356.820709,0.0,42607.4156833,6,3907,Meeting Target,0.79,0.019,0.125,0.051,0.48323521018,0.288968503475,23045,4677,TOBACCO RETAIL,40.835839394,-73.91614862,0
1755,18071,2017901,0.0,26Q435,2904.29050473,0.0,12427.2641035,6,1544,Approaching Target,0.041,0.499,0.137,0.28,0.443652838469,0.697538852692,23045,4677,GROCERY SUPERMARKET,40.836178564,-73.915808284,0
1756,12264,2017902,0.0,29Q248,3610.10973952,0.0,16522.2515207,8,485,Meeting Target,0.012,0.814,0.091,0.039,0.459793806076,0.717525780201,19233,3587,GROCERY SUPERMARKET,40.836128446,-73.914638088,0
1757,16899,2017902,0.0,08X519,3169.75166872,0.0,2048.43479791,8,275,Not Meeting Target,0.018,0.251,0.676,0.033,0.54545456171,0.872727274895,19233,3587,GROCERY SUPERMARKET,40.836375185,-73.914483147,0
1758,17605,2017902,0.0,02M600,1386.88185212,5.0,289.758927872,8,1798,Exceeding Target,0.036,0.374,0.528,0.052,0.933815360069,0.813681840897,19233,3587,GROCERY SUPERMARKET,40.838503804,-73.913530831,0
1759,18138,2017902,0.0,19K409,1403.2728009,5.0,472.436807238,8,281,Approaching Target,0.007,0.626,0.342,0.018,0.501018345356,0.710794270039,19233,3587,GROCERY SUPERMARKET,40.838324312,-73.913061121,0
1760,11692,2017902,0.0,28Q690,3538.11838422,5.0,5048.43557871,8,589,Approaching Target,0.019,0.649,0.195,0.104,0.463497459888,0.728353142738,19233,3587,GROCERY SUPERMARKET,40.837932329,-73.912997072,0
1761,17994,2017902,0.0,29Q248,7347.82180667,5.0,22487.5360699,8,485,Meeting Target,0.012,0.814,0.091,0.039,0.459793806076,0.717525780201,19233,3587,GROCERY SUPERMARKET,40.837932329,-73.912997072,0
1762,16009,2017902,0.0,84M353,1171.03669546,5.0,60.6814798075,8,369,Exceeding Target,0.003,0.051,0.946,0.0,0.549407124519,0.90513831377,19233,3587,GROCERY SUPERMARKET,40.838324312,-73.913061121,0
1763,15194,2017902,0.0,30Q286,2108.39469839,0.0,934.608164868,8,316,Exceeding Target,0.203,0.047,0.396,0.354,1.0,0.850267350674,19233,3587,GROCERY SUPERMARKET,40.837898892,-73.914157888,0
1764,17130,2018101,0.0,22K425,6367.35738004,2.0,8954.46016508,3,3250,Approaching Target,0.438,0.177,0.178,0.202,0.416923075914,0.751076936722,34623,3300,GROCERY SUPERMARKET,40.829641474,-73.917168013,0
